Amine_number,Full_SMILES,Amine_SMILES,Tail_length,Num_tails,Amine,Tail,Delivery_target,Route_of_administration,Purity,Target_or_delivered_gene,Experiment_weight,Value_name
180,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(C)(C)CC,CCC(C)(C)N,10,2,KW_A180,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
180,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(C)(C)CC,CCC(C)(C)N,10,2,KW_A180,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
187,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(C)(C)CC(C)(C)C,CC(C)(C)CC(C)(C)N,10,2,KW_A187,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
26,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(C)(CO)CO,CC(N)(CO)CO,10,2,KW_A26,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
177,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(C)C,CC(C)N,10,2,KW_A177,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
183,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(C)C(C)C,CC(C)C(C)N,10,2,KW_A183,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
327,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(C)c1ccc(C)cc1,Cc1ccc(C(C)N)cc1,10,2,KW_A327,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
182,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(C)CC,CCC(C)N,10,2,KW_A182,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
184,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(C)CCC,CCCC(C)N,10,2,KW_A184,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
190,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(C)CO,CC(N)CO,10,2,KW_A190,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
394,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(c1ccccc1)(c1ccccc1)c1ccccc1,NC(c1ccccc1)(c1ccccc1)c1ccccc1,10,2,KW_A394,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
384,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(c1ccccc1)c1ccccc1,NC(c1ccccc1)c1ccccc1,10,2,KW_A384,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
179,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(CC)CC,CCC(N)CC,10,2,KW_A179,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
197,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(CO)(CO)CO,NC(CO)(CO)CO,10,2,KW_A197,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
194,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C(CO)C(C)(C)C,CC(C)(C)C(N)CO,10,2,KW_A194,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
21,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C[C@@H](C)O,C[C@@H](O)CN,10,2,KW_A21,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
310,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C[C@@H]1CCCN1CC,CCN1CCC[C@H]1CN,10,2,KW_A310,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
311,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C[C@H]1CCCN1CC,CCN1CCC[C@@H]1CN,10,2,KW_A311,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
318,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,10,2,KW_A318,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
395,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1c(-c2ccccc2)cc(-c2ccccc2)cc1-c1ccccc1,Nc1c(-c2ccccc2)cc(-c2ccccc2)cc1-c1ccccc1,10,2,KW_A395,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
344,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1c(C)c(C)c(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c(C)c1C,Cc1c(C)c(N)c(C)c(C)c1N,10,4,KW_A344,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
380,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1c(C)cc(-c2cc(C)c(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c(C)c2)cc1C,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,10,4,KW_A380,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
324,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1c(CC)cccc1CC,CCc1cccc(CC)c1N,10,2,KW_A324,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
358,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1c(F)cc(F)cc1F,Nc1c(F)cc(F)cc1F,10,2,KW_A358,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
375,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1c(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c2ccccc2c2ccccc12,Nc1c(N)c2ccccc2c2ccccc12,10,4,KW_A375,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
375,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1c(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c2ccccc2c2ccccc12,Nc1c(N)c2ccccc2c2ccccc12,10,4,KW_A375,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
335,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cc(C(C)(C)C)ccc1C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)c(N)c1,10,2,KW_A335,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
337,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cc(C(C)(C)C)ccc1OC,COc1ccc(C(C)(C)C)cc1N,10,2,KW_A337,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
346,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cc(C)c(C)cc1N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,Cc1cc(N)c(N)cc1C,10,4,KW_A346,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
357,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cc(F)c(F)c(F)c1,Nc1cc(F)c(F)c(F)c1,10,2,KW_A357,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
355,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cc(F)cc(F)c1,Nc1cc(F)cc(F)c1,10,2,KW_A355,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
353,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cc(F)ccc1F,Nc1cc(F)ccc1F,10,2,KW_A353,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
336,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cc(OC)ccc1OC,COc1ccc(OC)c(N)c1,10,2,KW_A336,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
307,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C1CC1,NC1CC1,10,2,KW_A307,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
316,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C1CC2CCC1C2,NC1CC2CCC1C2,10,2,KW_A316,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
368,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C1Cc2ccccc2C1,NC1Cc2ccccc2C1,10,2,KW_A368,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
378,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(-c2ccc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c(C)c2)cc1C,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,10,4,KW_A378,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
379,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(-c2ccc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c2)cc1N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,Nc1ccc(-c2ccc(N)c(N)c2)cc1N,10,8,KW_A379,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
377,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(-c2ccccc2)cc1,Nc1ccc(-c2ccccc2)cc1,10,2,KW_A377,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
322,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(C(C)(C)C)cc1,CC(C)(C)c1ccc(N)cc1,10,2,KW_A322,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
329,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(C(C)C)cc1,CC(C)c1ccc(N)cc1,10,2,KW_A329,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
361,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(C)c(F)c1,Cc1ccc(N)cc1F,10,2,KW_A361,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
148,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(C)c(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c1,Cc1ccc(N)cc1N,10,4,KW_A148,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
150,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(C)cc1N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,Cc1ccc(N)c(N)c1,10,4,KW_A150,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
398,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(C2(c3ccc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)cc3)c3ccccc3-c3ccccc32)cc1,Nc1ccc(C2(c3ccc(N)cc3)c3ccccc3-c3ccccc32)cc1,10,4,KW_A398,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
365,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C1CCC(CC2CCC(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)C(C)C2)CC1C,CC1CC(CC2CCC(N)C(C)C2)CCC1N,10,4,KW_A365,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
382,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(Cc2ccc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)cc2)cc1,Nc1ccc(Cc2ccc(N)cc2)cc1,10,4,KW_A382,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
354,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(F)c(F)c1,Nc1ccc(F)c(F)c1,10,2,KW_A354,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
349,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(F)cc1,Nc1ccc(F)cc1,10,2,KW_A349,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
360,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(F)cc1C(F)(F)F,Nc1ccc(F)cc1C(F)(F)F,10,2,KW_A360,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
391,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(N(CCC(=O)OCCCCCCCCCC)c2ccccc2)cc1,Nc1ccc(Nc2ccccc2)cc1,10,3,KW_A391,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
146,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)cc1,Nc1ccc(N)cc1,10,4,KW_A146,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
364,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(OC(F)(F)F)cc1,Nc1ccc(OC(F)(F)F)cc1,10,2,KW_A364,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
363,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(OC(F)F)cc1,Nc1ccc(OC(F)F)cc1,10,2,KW_A363,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
362,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(OC)c(F)c1,COc1ccc(N)cc1F,10,2,KW_A362,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
388,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(Oc2ccc(F)cc2)cc1,Nc1ccc(Oc2ccc(F)cc2)cc1,10,2,KW_A388,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
389,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(Oc2ccc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)cc2)cc1,Nc1ccc(Oc2ccc(N)cc2)cc1,10,4,KW_A389,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
387,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(Oc2ccccc2)cc1,Nc1ccc(Oc2ccccc2)cc1,10,2,KW_A387,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
333,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc(OCCCCCCCC)cc1,CCCCCCCCOc1ccc(N)cc1,10,2,KW_A333,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
308,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C1CCC1,NC1CCC1,10,2,KW_A308,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
373,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc2c(c1)Cc1cc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)ccc1-2,Nc1ccc2c(c1)Cc1cc(N)ccc1-2,10,4,KW_A373,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
372,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc2c(c1)CCCC2,Nc1ccc2c(c1)CCCC2,10,2,KW_A372,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
371,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc2c(c1)OCCO2,Nc1ccc2c(c1)OCCO2,10,2,KW_A371,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
370,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc2c(c1)OCO2,Nc1ccc2c(c1)OCO2,10,2,KW_A370,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
374,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc2cc3ccccc3cc2c1,Nc1ccc2cc3ccccc3cc2c1,10,2,KW_A374,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
367,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C1CCc2ccccc21,NC1CCc2ccccc21,10,2,KW_A367,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
396,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccc2ccccc2c1-c1c(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)ccc2ccccc12,Nc1ccc2ccccc2c1-c1c(N)ccc2ccccc12,10,4,KW_A396,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
359,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cccc(C(F)(F)F)c1,Nc1cccc(C(F)(F)F)c1,10,2,KW_A359,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
147,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cccc(C)c1N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,Cc1cccc(N)c1N,10,4,KW_A147,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
348,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cccc(F)c1,Nc1cccc(F)c1,10,2,KW_A348,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
127,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C1CCCC(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)C1,NC1CCCC(N)C1,10,4,KW_A127,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
145,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cccc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c1,Nc1cccc(N)c1,10,4,KW_A145,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
149,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cccc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c1C,Cc1c(N)cccc1N,10,4,KW_A149,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
330,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cccc(OC(C)C)c1,CC(C)Oc1cccc(N)c1,10,2,KW_A330,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
390,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cccc(OCc2ccccc2)c1,Nc1cccc(OCc2ccccc2)c1,10,2,KW_A390,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
369,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cccc2c1CCC2,Nc1cccc2c1CCC2,10,2,KW_A369,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
151,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1cccc2cccc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c12,Nc1cccc2cccc(N)c12,10,4,KW_A151,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
312,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C1CCCCC1,NC1CCCCC1,10,2,KW_A312,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
323,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccccc1C(C)(C)C,CC(C)(C)c1ccccc1N,10,2,KW_A323,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
328,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccccc1C(C)C,CC(C)c1ccccc1N,10,2,KW_A328,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
381,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccccc1Cc1ccccc1,Nc1ccccc1Cc1ccccc1,10,2,KW_A381,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
392,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccccc1N(CCC(=O)OCCCCCCCCCC)c1ccccc1,Nc1ccccc1Nc1ccccc1,10,3,KW_A392,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
325,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccccc1OC,COc1ccccc1N,10,2,KW_A325,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
386,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccccc1Oc1ccccc1,Nc1ccccc1Oc1ccccc1,10,2,KW_A386,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
332,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1ccccc1OCC,CCOc1ccccc1N,10,2,KW_A332,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
317,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C1CCCCCCC1,NC1CCCCCCC1,10,2,KW_A317,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
236,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)C1CCN(C)CC1,CN1CCC(N)CC1,10,2,KW_A236,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
153,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)c1nc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)nc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)n1,Nc1nc(N)nc(N)n1,10,6,KW_A153,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
230,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC(=O)N(C)c1ccccc1,CN(C(=O)CN)c1ccccc1,10,2,KW_A230,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
300,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC(C)(C)CN(C)C,CN(C)CC(C)(C)CN,10,2,KW_A300,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
33,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC(C)(C)CO,CC(C)(CN)CO,10,2,KW_A33,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
181,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC(C)C,CC(C)CN,10,2,KW_A181,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
188,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC(C)CC,CCC(C)CN,10,2,KW_A188,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
305,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC(C)N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,CC(N)CN,10,4,KW_A305,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
189,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC(CC)CCCC,CCCCC(CC)CN,10,2,KW_A189,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
13,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC(OC)OC,COC(CN)OC,10,2,KW_A13,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
22,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC[C@H](C)O,C[C@H](O)CCN,10,2,KW_A22,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
315,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC1(C)CC(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)CC(C)(C)C1,CC1(C)CC(N)CC(C)(CN)C1,10,4,KW_A315,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
319,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,NCC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,10,2,KW_A319,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
339,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)Cc1cc(C)c(OC)c(OC)c1,COc1cc(CN)cc(C)c1OC,10,2,KW_A339,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
356,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)Cc1cc(F)ccc1F,NCc1cc(F)ccc1F,10,2,KW_A356,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
155,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC1CCC(CN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)CC1,NCC1CCC(CN)CC1,10,4,KW_A155,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
143,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC1CCCC(CN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)C1,NCC1CCCC(CN)C1,10,4,KW_A143,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
347,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)Cc1cccc(CN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c1,NCc1cccc(CN)c1,10,4,KW_A347,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
351,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)Cc1cccc(F)c1,NCc1cccc(F)c1,10,2,KW_A351,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
343,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)Cc1cccc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c1,NCc1cccc(N)c1,10,4,KW_A343,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
314,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC1CCCCC1,NCC1CCCCC1,10,2,KW_A314,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
350,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)Cc1ccccc1F,NCc1ccccc1F,10,2,KW_A350,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
345,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)Cc1ccccc1N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,NCc1ccccc1N,10,4,KW_A345,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
326,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)Cc1ccccc1OC,COc1ccccc1CN,10,2,KW_A326,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
334,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)Cc1ccccc1OCC,CCOc1ccccc1CN,10,2,KW_A334,C10,hela,in_vitro,Crude,FFL,1,FFL silencing
